block_id,grid_id,z,x,y,tile_url,local_relpath,tile_bbox_wgs84,request_status,image_sha256,http_status,attempt_utc,failure_reason,source_id,run_id
SSM-B001,SSM-B001-G10,18,229750,104192,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229750/104192.png,raw_tiles/ort_riku10/z18/x229750_y104192.png,"135.513610840,34.595911062,135.514984131,34.597041516",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G10,18,229751,104192,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229751/104192.png,raw_tiles/ort_riku10/z18/x229751_y104192.png,"135.514984131,34.595911062,135.516357422,34.597041516",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G10,18,229749,104193,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229749/104193.png,raw_tiles/ort_riku10/z18/x229749_y104193.png,"135.512237549,34.594780593,135.513610840,34.595911062",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G10,18,229750,104193,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229750/104193.png,raw_tiles/ort_riku10/z18/x229750_y104193.png,"135.513610840,34.594780593,135.514984131,34.595911062",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G10,18,229751,104193,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229751/104193.png,raw_tiles/ort_riku10/z18/x229751_y104193.png,"135.514984131,34.594780593,135.516357422,34.595911062",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G11,18,229751,104191,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229751/104191.png,raw_tiles/ort_riku10/z18/x229751_y104191.png,"135.514984131,34.597041516,135.516357422,34.598171954",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G11,18,229752,104191,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229752/104191.png,raw_tiles/ort_riku10/z18/x229752_y104191.png,"135.516357422,34.597041516,135.517730713,34.598171954",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G11,18,229753,104191,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229753/104191.png,raw_tiles/ort_riku10/z18/x229753_y104191.png,"135.517730713,34.597041516,135.519104004,34.598171954",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G11,18,229751,104192,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229751/104192.png,raw_tiles/ort_riku10/z18/x229751_y104192.png,"135.514984131,34.595911062,135.516357422,34.597041516",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G11,18,229752,104192,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229752/104192.png,raw_tiles/ort_riku10/z18/x229752_y104192.png,"135.516357422,34.595911062,135.517730713,34.597041516",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G11,18,229753,104192,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229753/104192.png,raw_tiles/ort_riku10/z18/x229753_y104192.png,"135.517730713,34.595911062,135.519104004,34.597041516",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G11,18,229751,104193,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229751/104193.png,raw_tiles/ort_riku10/z18/x229751_y104193.png,"135.514984131,34.594780593,135.516357422,34.595911062",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G11,18,229752,104193,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229752/104193.png,raw_tiles/ort_riku10/z18/x229752_y104193.png,"135.516357422,34.594780593,135.517730713,34.595911062",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G11,18,229753,104193,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229753/104193.png,raw_tiles/ort_riku10/z18/x229753_y104193.png,"135.517730713,34.594780593,135.519104004,34.595911062",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G12,18,229753,104191,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229753/104191.png,raw_tiles/ort_riku10/z18/x229753_y104191.png,"135.517730713,34.597041516,135.519104004,34.598171954",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G12,18,229754,104191,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229754/104191.png,raw_tiles/ort_riku10/z18/x229754_y104191.png,"135.519104004,34.597041516,135.520477295,34.598171954",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G12,18,229755,104191,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229755/104191.png,raw_tiles/ort_riku10/z18/x229755_y104191.png,"135.520477295,34.597041516,135.521850586,34.598171954",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G12,18,229753,104192,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229753/104192.png,raw_tiles/ort_riku10/z18/x229753_y104192.png,"135.517730713,34.595911062,135.519104004,34.597041516",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G12,18,229754,104192,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229754/104192.png,raw_tiles/ort_riku10/z18/x229754_y104192.png,"135.519104004,34.595911062,135.520477295,34.597041516",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G12,18,229755,104192,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229755/104192.png,raw_tiles/ort_riku10/z18/x229755_y104192.png,"135.520477295,34.595911062,135.521850586,34.597041516",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G12,18,229753,104193,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229753/104193.png,raw_tiles/ort_riku10/z18/x229753_y104193.png,"135.517730713,34.594780593,135.519104004,34.595911062",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G12,18,229754,104193,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229754/104193.png,raw_tiles/ort_riku10/z18/x229754_y104193.png,"135.519104004,34.594780593,135.520477295,34.595911062",planned_not_acquired,,,,,S007,
SSM-B001,SSM-B001-G12,18,229755,104193,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/18/229755/104193.png,raw_tiles/ort_riku10/z18/x229755_y104193.png,"135.520477295,34.594780593,135.521850586,34.595911062",planned_not_acquired,,,,,S007,
